MAC_PREFIX,VENDOR_NAME
B8:A4:4F,AxisCommunicationsAB
B8:A5:8D,AxeGroupHoldingsLimited
B8:A8:AF,LogicSpA
B8:AC:6F,Dell
B8:AE:1C,SmartCube
B8:AE:1D,GuangzhouXingyiElectronicTechnologyCo
B8:AE:6E,NintendoCo
B8:AE:ED,ElitegroupComputerSystemsCo
B8:AF:67,HewlettPackard
B8:B1:C7,Bt&ComCo
B8:B2:EB,GoogolTechnology(HK)Limited
B8:B2:F8,Apple
B8:B3:DC,Derek(Shaoguan)Limited
B8:B4:2E,GioneeCommunicationEquipmentCoShenZhen
B8:B7:7D,GuangdongTranstekMedicalElectronicsCO
B8:B7:D7,2GIGTechnologies
B8:B7:F1,WistronNewebCorporation
B8:B8:1E,IntelCorporate
B8:B9:4E,ShenzheniBabyLabs
B8:BA:68,Xi'anJizhongDigitalCommunicationCo
B8:BB:23,GuangdongNufrontCSCCo
B8:BB:6D,ENERESCo
B8:BB:AF,SamsungElectronicsCo
B8:BC:1B,HuaweiTechnologiesCo
B8:BC:5B,SamsungElectronicsCo
B8:BD:79,TrendPointSystems
B8:BE:BF,CiscoSystems
B8:BE:F4,devoloAG
B8:BF:83,IntelCorporate
B8:C1:11,Apple
B8:C1:A2,DragonPathTechnologiesCoLimited
B8:C2:53,JuniperNetworks
B8:C3:85,HuaweiTechnologiesCo
B8:C3:BF,HenanChengshiNetWorkTechnologyCo，
B8:C4:6F,PrimmconIndustries
B8:C6:8E,SamsungElectronicsCo
B8:C6:AA,EardaTechnologiesco
B8:C7:16,FiberhomeTelecommunicationTechnologiesCoLTD
B8:C7:4A,GuangdongOppoMobileTelecommunicationsCorp
B8:C7:5D,Apple
B8:C8:55,ShanghaiGBCOMCommunicationTechnologyCo
B8:C8:EB,ItelMobileLimited
B8:C9:B5,GuangdongOppoMobileTelecommunicationsCorp
B8:CA:04,HoltekSemiconductor
B8:CA:3A,Dell
B8:CB:29,Dell
B8:CD:93,Penetek
B8:CD:A7,MaxelerTechnologies
B8:CE:F6,MellanoxTechnologies
B8:D0:6F,GuangzhouHkustFokYingTungResearchInstitute
B8:D3:09,CoxCommunications
B8:D4:3E,vivoMobileCommunicationCo
B8:D4:9D,MSevenSystem
B8:D4:E7,ArubaaHewlettPackardEnterpriseCompany
B8:D5:0B,SunitecEnterpriseCo
B8:D5:26,ZyxelCommunicationsCorporation
B8:D5:6B,Mirka
B8:D6:F6,HuaweiTechnologiesCo
B8:D7:AF,MurataManufacturingCo
B8:D8:12,IEEERegistrationAuthority
B8:D8:12:00:00:00/28,Glamo
B8:D8:12:20:00:00/28,IPMSalesandserviceCo
B8:D8:12:30:00:00/28,iModestyTechnologyCorp
B8:D8:12:40:00:00/28,V5TechnologyCorporation
B8:D8:12:50:00:00/28,XiamenXindeco
B8:D8:12:60:00:00/28,VongerElectronicTechnologyCo
B8:D8:12:70:00:00/28,Neuropace
B8:D8:12:80:00:00/28,VisualProductionsBV
B8:D8:12:90:00:00/28,EntotemLTD
B8:D8:12:A0:00:00/28,KiwigridGmbH
B8:D8:12:B0:00:00/28,DocoboLimited
B8:D8:12:C0:00:00/28,YuweiInfo&TechDevelopmentCo
B8:D8:12:D0:00:00/28,LamResearch
B8:D8:12:E0:00:00/28,ZheJiangFangTaiElectircCo
B8:D9:4D,SagemcomBroadbandSAS
B8:D9:CE,SamsungElectronicsCo
B8:DA:E8,HuaweiDeviceCo
B8:DA:F1,Strahlenschutz-Entwicklungs-undAusruestungsgesellschaftmbH
B8:DA:F7,AdvancedPhotonics
B8:DB:1C,IntegratedDeviceTechnology(Malaysia)SdnBhd
B8:DC:87,IAICorporation
B8:DD:71,ztecorporation
B8:DE:5E,LongcheerTelecommunicationLimited
B8:DF:6B,SpotCamCo
B8:E3:B1,HuaweiTechnologiesCo
B8:E3:EE,UniversalElectronics
B8:E5:89,PayterBV
B8:E6:25,2Wire
B8:E7:79,9SolutionsOy
B8:E8:56,Apple
B8:E9:37,Sonos
B8:EA:AA,ICGNETWORKSCOltd
B8:EC:A3,ZyxelCommunicationsCorporation
B8:EE:0E,SagemcomBroadbandSAS
B8:EE:65,LiteonTechnologyCorporation
B8:EE:79,YWireTechnologies
B8:EF:8B,ShenzhenCanniceTechnologyCo
B8:F0:09,Espressif
B8:F0:80,Sps
B8:F1:2A,Apple
B8:F3:17,iSunSmasherCommunicationsPrivateLimited
B8:F4:D0,HerrmannUltraschalltechnikGmbH&CoKg
B8:F5:E7,WayToolsLLC
B8:F6:53,ShenzhenJingxunSoftwareTelecommunicationTechnologyCo
B8:F6:B1,Apple
B8:F7:32,AryakaNetworks
B8:F8:28,ChangshuGaoshidaOptoelectronicTechnologyCo
B8:F8:53,ArcadyanCorporation
B8:F8:83,Tp-LinkTechnologiesCo
B8:F9:34,SonyCorporation
B8:FC:9A,LeShiZhiXinElectronicTechnology(Tianjin)Limited
B8:FD:32,ZhejiangROICXMicroelectronics
B8:FF:61,Apple
B8:FF:6F,ShanghaiTyprotechTechnologyCo
B8:FF:B3,MitraStarTechnologyCorp
B8:FF:FE,TexasInstruments
BA:07:DA,Infinixmobilitylimited
BA:30:54,GeorgeWilsonIndustries
BA:41:59,Anapass
BA:4D:EA,Environexus
BA:55:EC,Ieee80215
BA:A2:D0,WirelessBroadbandAlliance
BA:C4:85,FraunhoferIIS
BA:F2:1C,Iso/Tc22/Sc31
BC:02:00,StewartAudio
BC:02:4A,HMDGlobalOy
BC:03:A7,MfpMichelin
BC:05:43,AVMGmbH
BC:09:63,Apple
BC:0D:A5,TexasInstruments
BC:0F:2B,FortuneTechgroupCo
BC:0F:64,IntelCorporate
BC:0F:9A,D-LinkInternational
BC:12:5E,BeijingWisVideoINC
BC:13:A8,ShenzhenYOUHUATechnologyCo
BC:14:01,HitronTechnologies
BC:14:85,SamsungElectronicsCo
BC:14:EF,ITONTechnologyLimited
BC:15:A6,TaiwanJantekElectronics
BC:15:AC,VodafoneItaliaSpA
BC:16:65,CiscoSystems
BC:16:95,ztecorporation
BC:16:F5,CiscoSystems
BC:17:B8,IntelCorporate
BC:1A:67,YFTechnologyCo
BC:1A:E4,HuaweiDeviceCo
BC:1C:81,SichuaniLinkTechnologyCo
BC:20:A4,SamsungElectronicsCo
BC:20:BA,Inspur(Shandong)ElectronicInformationCo
BC:22:FB,RFIndustries
BC:23:92,BYDPrecisionManufactureCompany
BC:25:E0,HuaweiTechnologiesCo
BC:25:F0,3DDisplayTechnologiesCo
BC:26:1D,HongKongTeconTechnology
BC:26:43,Elprotronic
BC:26:A1,FACTORYFIVECorporation
BC:26:C7,CiscoSystems
BC:28:2C,e-SmartSystemsPvt
BC:28:46,NextBITComputingPvt
BC:28:D6,RowleyAssociatesLimited
BC:2B:6B,BeijingHaierICDesignCo
BC:2B:D7,RevogiInnovationCo
BC:2C:55,BearFlagDesign
BC:2D:98,ThinGlobalLLC
BC:2D:EF,RealmeChongqingMobileTelecommunicationsCorp
BC:2E:48,ARRISGroup
BC:2E:F6,HuaweiDeviceCo
BC:2F:3D,vivoMobileCommunicationCo
BC:30:5B,Dell
BC:30:7D,WistronNewebCorporation
BC:30:7E,WistronNewebCorporation
BC:30:D9,ArcadyanCorporation
BC:32:5F,ZhejiangDahuaTechnologyCo
BC:33:AC,SiliconLaboratories
BC:34:00,IEEERegistrationAuthority
BC:34:00:00:00:00/28,RedvisionCCTV
BC:34:00:10:00:00/28,IPLINKTechnologyCorp
BC:34:00:20:00:00/28,LifeSmart
BC:34:00:30:00:00/28,AltronixCorporation
BC:34:00:40:00:00/28,DexcelDesignPvt
BC:34:00:50:00:00/28,NDSL
BC:34:00:70:00:00/28,Q-PRODUCTSas
BC:34:00:80:00:00/28,MaticaTechnologiesAg
BC:34:00:90:00:00/28,ShenzhenPHiloriseTechnicalLimited
BC:34:00:A0:00:00/28,AuralicLimited
BC:34:00:B0:00:00/28,FaroTechnologies
BC:34:00:C0:00:00/28,ParlayLabsdbaHighfive
BC:34:00:D0:00:00/28,HangzhouLinkerDigitalTechnologyCo
BC:34:00:E0:00:00/28,LLDTechnology
BC:35:E5,HydroSystemsCompany
BC:38:65,Jwcnetworks
BC:38:D2,PandachipLimited
BC:39:A6,CSUNSystemTechnologyCoLTD
BC:3A:EA,GuangdongOppoMobileTelecommunicationsCorp
BC:3B:AF,Apple
BC:3D:85,HuaweiTechnologiesCo
BC:3E:07,HitronTechnologies
BC:3E:13,AccordanceSystems
BC:3E:CB,vivoMobileCommunicationCo
BC:3F:4E,Teleepoch
BC:3F:8F,HuaweiTechnologiesCo
BC:41:00,CODACOELECTRONICsro
BC:41:01,ShenzhenTINNOMobileTechnologyCorp
BC:42:8C,AlpsalpineCo
BC:43:77,HangZhouHuiteTechnologyColtd
BC:44:34,ShenzhenTINNOMobileTechnologyCorp
BC:44:86,SamsungElectronicsCo
BC:44:B0,Elastifile
BC:45:2E,KnowledgeDevelopmentforPOFSL
BC:46:99,Tp-LinkTechnologiesCo
BC:47:60,SamsungElectronicsCo
BC:4A:56,CiscoSystems
BC:4B:79,SensingTek
BC:4C:C4,Apple
BC:4D:FB,HitronTechnologies
BC:4E:3C,CoreStaffCo
BC:4E:5D,ZhongMiaoTechnologyCo
BC:51:FE,SwanncommunicationsPty
BC:52:B7,Apple
BC:54:2F,IntelCorporate
BC:54:36,Apple
BC:54:51,SamsungElectronicsCo
BC:54:F9,DrogooTechnologyCo
BC:54:FC,ShenzhenMercuryCommunicationTechnologiesCo
BC:5A:56,CiscoSystems
BC:5B:D5,ARRISGroup
BC:5C:4C,ElecomCo
BC:5E:A1,PsiKick
BC:5F:F4,ASRockorporation
BC:5F:F6,MercuryCommunicationTechnologiesCo
BC:60:10,QingdaoHisenseCommunicationsCo
BC:60:A7,SonyInteractiveEntertainment
BC:62:0E,HuaweiTechnologiesCo
BC:62:9F,TelenetSystemsP
BC:62:CE,ShenzhenNetisTechnologyCo
BC:62:D2,GenexisInternationalBV
BC:64:4B,ARRISGroup
BC:66:41,IEEERegistrationAuthority
BC:66:41:00:00:00/28,InSyncTechnology
BC:66:41:10:00:00/28,GlobalChinaTechnologyLimited
BC:66:41:20:00:00/28,Process-ElectronicSpzoo
BC:66:41:30:00:00/28,SolectriaRenewablesLLC
BC:66:41:40:00:00/28,Argus-Spectrum
BC:66:41:50:00:00/28,ScientificGames
BC:66:41:60:00:00/28,IntuitiveSurgical
BC:66:41:70:00:00/28,VSNMobil
BC:66:41:80:00:00/28,ShenzhenYaguangcommunicationCOLTD
BC:66:41:90:00:00/28,ShenzhenGeneralMeasureTechnologyCo
BC:66:41:B0:00:00/28,SidusNovumSpzoo
BC:66:41:C0:00:00/28,ShenzhenCraveCommunicationColtd
BC:66:41:D0:00:00/28,UtilLightingCo
BC:66:41:E0:00:00/28,LucentTransElectronicsCo
BC:66:DE,ShadowCreatorInformationTechnologyCo
BC:67:1C,CiscoSystems
BC:67:78,Apple
BC:67:84,EnvironicsOy
BC:69:CB,PanasonicLifeSolutionsNetworksCo
BC:6A:29,TexasInstruments
BC:6A:2F,HengeDocksLLC
BC:6A:44,CommendInternationalGmbH
BC:6C:21,Apple
BC:6D:05,DusunElectronCo
BC:6E:64,SonyCorporation
BC:6E:76,GreenEnergyOptions
BC:71:C1,XTrillion
BC:72:B1,SamsungElectronicsCo
BC:74:D7,HangZhouJuRuTechnologyCOLTD
BC:75:36,AlpsalpineCo
BC:75:74,HuaweiTechnologiesCo
BC:75:96,BeijingBroadwitTechnologyCo
BC:76:4E,RackspaceUS
BC:76:5E,SamsungElectronicsCo
BC:76:70,HuaweiTechnologiesCo
BC:76:C5,HuaweiTechnologiesCo
BC:77:37,IntelCorporate
BC:77:9F,SBMCo
BC:79:AD,SamsungElectronicsCo
BC:7A:BF,SamsungElectronicsCo
BC:7D:D1,RadioDataComms
BC:7E:8B,SamsungElectronicsCo
BC:7F:7B,HuaweiDeviceCo
BC:7F:A4,XiaomiCommunicationsCo
BC:81:1F,IngateSystems
BC:81:99,BASICCo
BC:82:5D,MitsumiElectricCo
BC:83:85,MicrosoftCorporation
BC:83:A7,ShenzhenChuangwei-RgbElectronicsCo
BC:85:1F,SamsungElectronicsCo
BC:85:56,HonHaiPrecisionIndCo
BC:88:93,VILLBAU
BC:88:C3,NingboDooyaMechanic&ElectronicTechnologyCo
BC:8A:A3,NHNEntertainment
BC:8A:E8,QingDaoHaierTelecomCo
BC:8B:55,NPPELIKSAmericaDBAT&MAtlantic
BC:8C:CD,SamsungElectro-Mechanics(Thailand)
BC:90:3A,RobertBoschGmbH
BC:91:B5,Infinixmobilitylimited
BC:92:6B,Apple
BC:93:25,NingboJoysonPrehCarConnectCo
BC:96:80,ShenzhenGongjinElectronicsCoLt
BC:97:40,IEEERegistrationAuthority
BC:97:40:00:00:00/28,AlphaESSCo
BC:97:40:10:00:00/28,comtacAG
BC:97:40:20:00:00/28,LattecI/S
BC:97:40:30:00:00/28,PrecisionGalaxyPvt
BC:97:40:40:00:00/28,WindMobilityTechnology(Beijing)Co
BC:97:40:50:00:00/28,ShanghaiLaisiInformationTechnologyCo
BC:97:40:60:00:00/28,ShenzhenColorwinOpticalTechnologyCo
BC:97:40:70:00:00/28,AirfiOyAB
BC:97:40:80:00:00/28,GaodiRus
BC:97:40:90:00:00/28,DirectCommunicationSolutions
BC:97:40:A0:00:00/28,AmapInformationTechnologyCo
BC:97:40:C0:00:00/28,LISTECGmbH
BC:97:40:D0:00:00/28,RollockOy
BC:97:40:E0:00:00/28,B4ComTechnologiesLLC
BC:97:89,HuaweiDeviceCo
BC:97:E1,BroadcomLimited
BC:98:89,FiberhomeTelecommunicationTechnologiesCoLTD
BC:98:DF,MotorolaMobilityLLCaLenovoCompany
BC:99:11,ZyxelCommunicationsCorporation
BC:99:30,HuaweiTechnologiesCo
BC:99:BC,FonSeeTechnology
BC:9A:53,HuaweiDeviceCo
BC:9B:68,TechnicolorCHUSA
BC:9C:31,HuaweiTechnologiesCo
BC:9C:C5,BeijingHuafeiTechnologyCo
BC:9D:42,ShenzhenRf-LinkTechnologyCo
BC:9D:A5,DASCOMEuropeGmbH
BC:9F:E4,ArubaaHewlettPackardEnterpriseCompany
BC:9F:EF,Apple
BC:A0:42,ShanghaiFlycoElectricalApplianceCo
BC:A1:3A,SES-imagotag
BC:A3:7F,Rail-MilSpzooSpK
BC:A5:8B,SamsungElectronicsCo
BC:A5:A9,Apple
BC:A8:A6,IntelCorporate
BC:A9:20,Apple
BC:A9:93,CambiumNetworksLimited
BC:A9:D6,Cyber-Rain
BC:AB:7C,TRnPKOREACo
BC:AD:28,HangzhouHikvisionDigitalTechnologyCo
BC:AD:AB,Avaya
BC:AE:C5,ASUSTekCOMPUTERINC
BC:AF:91,TEConnectivitySensorSolutions
BC:B0:E7,HuaweiTechnologiesCo
BC:B1:81,SharpCorporation
BC:B1:F3,SamsungElectronicsCo
BC:B3:08,HongkongRagentekCommunicationTechnologyCoLimited
BC:B8:52,Cybera
BC:B8:63,Apple
BC:BA:C2,HangzhouHikvisionDigitalTechnologyCo
BC:BA:E1,AREC
BC:BB:C9,KellendonkElektronikGmbH
BC:BC:46,SKSWeldingSystemsGmbH
BC:BD:9E,ItelMobileLimited
BC:C0:0F,FiberhomeTelecommunicationTechnologiesCoLTD
BC:C1:68,DinBoxSverigeAB
BC:C2:3A,ThomsonVideoNetworks
BC:C3:1B,KygoLifeA
BC:C3:42,PanasonicCommunicationsCo
BC:C4:93,CiscoSystems
BC:C6:1A,SpectraEmbeddedSystems
BC:C6:DB,NokiaCorporation
BC:C8:10,CiscoSPVTG
BC:CA:B5,ARRISGroup
BC:CF:4F,ZyxelCommunicationsCorporation
BC:CF:CC,HTCCorporation
BC:D1:1F,SamsungElectronicsCo
BC:D1:65,CiscoSPVTG
BC:D1:77,Tp-LinkTechnologiesCo
BC:D1:D3,ShenzhenTINNOMobileTechnologyCorp
BC:D2:95,CiscoSystems
BC:D5:B6,d2dtechnologies
BC:D7:13,OwlLabs
BC:D7:CE,ChinaMobile(Hangzhou)InformationTechnologyCo
BC:D9:40,ASRCo
BC:DD:C2,Espressif
BC:E1:43,Apple
BC:E2:65,HuaweiTechnologiesCo
BC:E5:9F,WATERWORLDTechnologyCoLTD
BC:E6:3F,SamsungElectronicsCo
BC:E6:7C,CambiumNetworksLimited
BC:E7:12,CiscoSystems
BC:E7:67,QuanzhouTDXElectronicsCo
BC:E7:96,WirelessCCTV
BC:E9:2F,HP
BC:EA:2B,CityComGmbH
BC:EA:FA,HewlettPackard
BC:EB:5F,FujianBeifengTelecomTechnologyCo
BC:EC:23,ShenzhenChuangwei-RgbElectronicsCo
BC:EC:5D,Apple
BC:EC:A0,CompalInformation(Kunshan)Co
BC:EE:7B,ASUSTekCOMPUTERINC
BC:F1:71,IntelCorporate
BC:F1:F2,CiscoSystems
BC:F2:92,Plantronics
BC:F2:AF,devoloAG
BC:F3:10,ExtremeNetworks
BC:F4:5F,ztecorporation
BC:F5:AC,LGElectronics(MobileCommunications)
BC:F6:1C,GeomodelingWuxiTechnologyCo
BC:F6:85,D-LinkInternational
BC:F8:11,XiamenDNAKETechnologyCo
BC:FA:B8,GuangzhouShiyuanElectronicTechnologyCompanyLimited
BC:FE:8C,AltronicLLC
BC:FE:D9,Apple
BC:FF:21,SmartCode(shenzhen)TechnologyCo
BC:FF:4D,Espressif
BC:FF:AC,TopconCorporation
BC:FF:EB,MotorolaMobilityLLCaLenovoCompany
C0:00:00,WesternDigital(maybereversed0000C0?)
C0:02:8D,WINSTARDisplayCO
C0:03:80,JuniperNetworks
C0:05:C2,ARRISGroup
C0:06:C3,TP-LinkCorporationLimited
C0:07:4A,BritaGmbH
C0:0D:7E,Additech
C0:10:B1,HMDGlobalOy
C0:11:73,SamsungElectronicsCo
C0:11:A6,Fort-Telecomltd
C0:12:42,AlphaSecurityProducts
C0:13:2B,SichuanChanghongElectric
C0:14:3D,HonHaiPrecisionIndCo
C0:14:FE,CiscoSystems
C0:16:92,ChinaMobileGroupDeviceCo
C0:17:4D,SamsungElectronicsCo
C0:18:50,QuantaComputer
C0:18:85,HonHaiPrecisionIndCo
C0:1A:DA,Apple
C0:1B:23,SichuanTianyiComheartTelecomCoLTD
C0:1C:30,ShenzhenWIFI-3LTechnologyCo
C0:1E:9B,PixaviAS
C0:21:0D,ShenzhenRf-LinkTechnologyCo
C0:22:50,KossCorporation
C0:23:8D,SamsungElectronicsCo
C0:25:06,AVMGmbH
C0:25:2F,ShenzhenMercuryCommunicationTechnologiesCo
C0:25:5C,CiscoSystems
C0:25:67,NexxtSolutions
C0:25:A2,NECPlatforms
C0:25:A5,Dell
C0:25:E9,Tp-LinkTechnologiesCo
C0:27:B9,BeijingNationalRailwayResearch&DesignInstituteofSignal&CommunicationCo
C0:28:0B,HonorDeviceCo
C0:28:8D,Logitech
C0:29:73,AudysseyLaboratories
C0:2B:FC,iNESappliedinformaticsGmbH
C0:2C:7A,ShenzhenHornAudioCo
C0:2E:25,GuangdongOppoMobileTelecommunicationsCorp
C0:2F:F1,VoltaNetworks
C0:33:5E,Microsoft
C0:33:DA,ShenzhenJRUNTechnologiesCOLTD
C0:34:B4,GigastoneCorporation
C0:35:80,A&RTech
C0:35:BD,VelocytechAps
C0:35:C5,ProsoftSystemsLTD
C0:36:56,FiberhomeTelecommunicationTechnologiesCoLTD
C0:38:96,HonHaiPrecisionIndCo
C0:38:F9,NokiaDanmarkA/S
C0:39:37,GreeElectricAppliancesOfZhuhai
C0:39:5A,ZhejiangDahuaTechnologyCo
C0:3B:8F,MinicomDigitalSignage
C0:3C:04,SagemcomBroadbandSAS
C0:3C:59,IntelCorporate
C0:3D:03,SamsungElectronicsCo
C0:3D:46,ShanghaiSangoNetworkTechnologyCo
C0:3D:D9,MitraStarTechnologyCorp
C0:3E:0F,BSkyB
C0:3E:BA,Dell
C0:3F:2A,Biscotti
C0:3F:D5,ElitegroupComputerSystemsCo
C0:3F:DD,HuaweiTechnologiesCo
C0:40:04,MedicaroidCorporation
C0:41:21,NokiaSolutionsandNetworksGmbH&CoKG
C0:41:F6,LgElectronics
C0:42:D0,JuniperNetworks
C0:43:01,EpecOy
C0:44:E3,ShenzhenSinknaElectronicsCoLTD
C0:47:54,vivoMobileCommunicationCo
C0:48:E6,SamsungElectronicsCo
C0:48:FB,ShenzhenJingHanDaElectronicsCo
C0:49:3D,MaitriseTechnologique
C0:4A:00,Tp-LinkTechnologiesCo
C0:4A:09,ZhejiangEverbrightCommunicationEquipCo
C0:4B:13,WonderSoundTechnologyCo
C0:51:7E,HangzhouHikvisionDigitalTechnologyCo
C0:53:36,BeijingNationalRailwayResearch&DesignInstituteofSignal&CommunicationGroupCo
C0:56:27,BelkinInternational
C0:56:E3,HangzhouHikvisionDigitalTechnologyCo
C0:57:BC,Avaya
C0:58:A7,PicoSystemsCo
C0:5E:6F,VStonkausfirma"KodinisRaktas"
C0:5E:79,ShenzhenHuaxunArkTechnologiesCo
C0:61:18,Tp-LinkTechnologiesCo
C0:61:9A,IEEERegistrationAuthority
C0:61:9A:00:00:00/28,ParagonRoboticsLLC
C0:61:9A:20:00:00/28,GrupArgeEnerjiveKontrolSistemleri
C0:61:9A:30:00:00/28,LyandAcousticTechnologyCo
C0:61:9A:50:00:00/28,NanjingBalanceNetworkTechnologyCo
C0:61:9A:60:00:00/28,IPGAutomotiveGmbH
C0:61:9A:70:00:00/28,MadPieceLlc
C0:61:9A:80:00:00/28,NanjingSinoVatioTechnologyCo
C0:61:9A:90:00:00/28,WingtechMobileCommunicationsCo
C0:61:9A:A0:00:00/28,GronnKontaktAS
C0:61:9A:B0:00:00/28,VictronEnergyBV
C0:61:9A:C0:00:00/28,JAM-LabsCorp
C0:61:9A:E0:00:00/28,ZhejiangHaikangScienceAndTechnologyCo
C0:62:6B,CiscoSystems
C0:63:69,BinxinTechnology(Zhejiang)
C0:63:94,Apple
C0:64:C6,NokiaCorporation
C0:64:E4,CiscoSystems
C0:65:99,SamsungElectronicsCo
C0:67:AF,CiscoSystems
C0:6C:0F,DobbsStanford
C0:6C:6D,MagneMotion
C0:6D:1A,TianjinHenxinhuifengTechnologyCo
C0:70:09,HuaweiTechnologiesCo
C0:74:2B,ShenzhenXunlongSoftwareCoLimited
C0:74:AD,GrandstreamNetworks
C0:78:31,HuaweiDeviceCo
C0:78:78,FlextronicsManufacturing(Zhuhai)Co
C0:7B:BC,CiscoSystems
C0:7C:D1,PegatronCorporation
C0:7E:40,ShenzhenXdkCommunicationEquipmentCo
C0:81:35,NingboForfantechnologyCoLTD
C0:81:70,EffigisGeoSolutions
C0:83:0A,2Wire
C0:83:59,IEEERegistrationAuthority
C0:83:59:00:00:00/28,ChongqingJiuyuSmartTechnologyCo
C0:83:59:10:00:00/28,GemvaxTechnologyCo
C0:83:59:20:00:00/28,HuaxinSMOpticsCoLTD
C0:83:59:30:00:00/28,PCHEngineeringA/S
C0:83:59:50:00:00/28,ViperDesignLLC
C0:83:59:60:00:00/28,BeijingCloudFlyTechnologyDevelopmentCo
C0:83:59:70:00:00/28,FuzhouFdlinkerTechnologyCoLTD
C0:83:59:80:00:00/28,istaInternationalGmbH
C0:83:59:90:00:00/28,ShenzhenPayDeviceTechnologyCo
C0:83:59:A0:00:00/28,ShanghaiCharmhopeInformationTechnologyCo
C0:83:59:B0:00:00/28,SuzhouSihengScienceandTechnology
C0:83:59:D0:00:00/28,GardnerDenverThomasGmbH
C0:83:59:E0:00:00/28,CyberSciences
C0:83:C9,HuaweiDeviceCo
C0:84:7A,Apple
C0:84:7D,AMPAKTechnology
C0:84:88,Finis
C0:85:4C,RagentekTechnologyGroup
C0:86:B3,ShenzhenVoxtechCo
C0:87:EB,SamsungElectronicsCo
C0:88:5B,SnDTechCo
C0:89:97,SamsungElectronicsCo
C0:89:AB,ARRISGroup
C0:8A:CD,GuangzhouShiyuanElectronicTechnologyCompanyLimited
C0:8A:DE,RuckusWireless
C0:8B:6F,SISistemasInteligentesEletrônicosa
C0:8C:60,CiscoSystems
C0:8C:71,MotorolaMobilityLLCaLenovoCompany
C0:8F:20,ShenzhenSkyworthDigitalTechnologyCO
C0:91:32,PatriotMemory
C0:91:34,ProCurveNetworkingbyHP
C0:92:96,ztecorporation
C0:94:35,ARRISGroup
C0:94:AD,ztecorporation
C0:95:DA,NXPIndiaPrivateLimited
C0:97:27,SamsungElectro-Mechanics(Thailand)
C0:98:79,Acer
C0:98:DA,ChinaMobileIOTCompanyLimited
C0:98:E5,UniversityofMichigan
C0:9A:71,XiamenMeituMobileTechnologyCo
C0:9A:D0,Apple
C0:9B:F4,IEEERegistrationAuthority
C0:9B:F4:00:00:00/28,Annapurnalabs
C0:9B:F4:10:00:00/28,ConnectedSpaceManagement
C0:9B:F4:20:00:00/28,HitachiHigh-TechMaterialsCorporation
C0:9B:F4:30:00:00/28,OspreyVideo
C0:9B:F4:40:00:00/28,JscNpkAtronik
C0:9B:F4:50:00:00/28,Infiot
C0:9B:F4:60:00:00/28,LTDDelovoyOffice
C0:9B:F4:70:00:00/28,BigDutchmanInternationalGmbH
C0:9B:F4:80:00:00/28,ShenzhenWinsElectronicTechnologyCo
C0:9B:F4:90:00:00/28,AlcatrazAI
C0:9B:F4:B0:00:00/28,NuctechCompanyLimited
C0:9B:F4:C0:00:00/28,Pinpark
C0:9B:F4:D0:00:00/28,TheProfessionalMonitorCompany
C0:9B:F4:E0:00:00/28,ContinentalAutomotiveComponentMalaysiaSdnBhd
C0:9C:04,ShaanxiGuoLianDigitalTVTechnologyCo
C0:9D:26,TopiconHKLmd
C0:9F:05,GuangdongOppoMobileTelecommunicationsCorp
C0:9F:42,Apple
C0:9F:E1,ztecorporation
C0:A0:0D,ARRISGroup
C0:A0:BB,D-LinkInternational
C0:A0:C7,FairfieldIndustries
C0:A0:DE,MultiTouchOy
C0:A0:E2,EdenInnovations
C0:A1:A2,MarqMetrix
C0:A2:6D,AbbottPointofCare
C0:A3:64,3DSystemsMassachusetts
C0:A3:6E,BSkyB
C0:A3:9E,EarthCam
C0:A5:3E,Apple
C0:A5:DD,ShenzhenMercuryCommunicationTechnologiesCo
C0:A6:00,Apple
C0:A6:6D,InspurGroupCo
C0:A8:F0,AdamsonSystemsEngineering
C0:AA:68,OSASITechnos
C0:AC:54,SagemcomBroadbandSAS
C0:AE:FD,ShenzhenHC-WLANTechnologyCo
C0:B1:01,ztecorporation
C0:B3:39,Comigo
C0:B3:57,YoshikiElectronicsIndustry
C0:B4:7D,HuaweiDeviceCo
C0:B5:CD,HuaweiDeviceCo
C0:B5:D7,ChongqingFuguiElectronicsCo
C0:B6:58,Apple
C0:B6:F9,IntelCorporate
C0:B7:13,BeijingXiaoyuerTechnologyCo
C0:B8:83,IntelCorporate
C0:B8:B1,BitBox
C0:B8:E6,RuijieNetworksCoLTD
C0:BA:E6,ApplicationSolutions(ElectronicsandVision)
C0:BC:9A,HuaweiTechnologiesCo
C0:BD:42,ZPASmartEnergyas
C0:BD:C8,SamsungElectronicsCo
C0:BD:D1,SamsungElectro-Mechanics(Thailand)
C0:BF:A7,JuniperNetworks
C0:BF:C0,HuaweiTechnologiesCo
C0:C1:C0,Cisco-LinksysLLC
C0:C3:B6,AutomaticSystems
C0:C5:20,RuckusWireless
C0:C5:22,ARRISGroup
C0:C5:69,ShanghaiLynucCncTechnologyCo
C0:C6:87,CiscoSPVTG
C0:C9:46,MitsuyaLaboratories
C0:C9:76,ShenzhenTINNOMobileTechnologyCorp
C0:C9:E3,Tp-LinkTechnologiesCo
C0:CB:38,HonHaiPrecisionIndCo
C0:CB:F1,MobiwireMobiles(NingBo)CoLTD
C0:CC:42,SichuanTianyiComheartTelecomCoLTD
C0:CC:F8,Apple
C0:CE:CD,Apple
C0:CF:A3,CreativeElectronics&Software
